,CellLine,Drug,ec50UM,ic50UM,aMax,actArea
17300,OCUM1_STOMACH,Paclitaxel,0.01839678,0.00833682,-77.983665,5.3406
18273,OCUM1_STOMACH,Panobinostat,0.00380089,0.0166556,-100.362671,5.165
23196,OCUM1_STOMACH,Topotecan,0.14883892,0.19988291,-84.461632,3.6049
6301,OCUM1_STOMACH,Irinotecan,0.21583808,0.25681984,-90.035728,3.2961
5192,OCUM1_STOMACH,Erlotinib,-1,8,2.981343,0.0158
7214,OCUM1_STOMACH,L-685458,-1,8,21.793077,0
9157,OCUM1_STOMACH,Lapatinib,-1,8,-0.590842,0.3383
15254,OCUM1_STOMACH,PHA-665752,-1,8,2.870867,0.2974
16256,OCUM1_STOMACH,PLX4720,-1,8,0.985936,0.1104
20168,OCUM1_STOMACH,Sorafenib,-1,8,7.383616,0.1405
11091,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17-AAG,0.36433604,0.91939044,-57.60342,2.0726
14169,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,-1,0.00254261,-76.366005,5.5601
15251,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.02732128,0.01707792,-96.082344,4.9742
16250,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RAF265,8.1183117,5.9916749,-74.723679,0.7123
20165,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,2.90107298,2.5986619,-87.105667,1.7151
2407,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AEW541,-1,8,-1.876023,0.0097
5191,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,-1,8,-5.271178,0.0528
12186,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PHA-665752,-1,8,-21.412273,0
13177,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PLX4720,-1,8,-15.320478,0.0694
19165,OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TKI258,-1,8,3.025019,0
11090,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17-AAG,0.29693177,0.3052648,-88.54528,3.5381
6299,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,0.0723787,0.07266989,-94.622688,4.6729
12184,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PD-0325901,0.10896561,0.27463117,-69.833488,3.3518
18271,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.01003106,0.01138605,-95.399384,6.1828
21151,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TAE684,0.74822396,0.76186907,-93.805763,2.9182
23199,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.04966462,0.04821672,-95.724091,5.118
8195,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LBW242,-1,8,-2.357251,0.6852
9154,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Lapatinib,-1,8,0.913439,0.4723
16254,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PLX4720,-1,8,-0.074783,1.1923
17293,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,0.01790758,8,-96.961868,6.9156
7213,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-685458,1.09264076,1.13147736,-95.238861,1.9956
3110,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AZD0530,0.53553104,8,-36.81332,1.1565
5190,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,0.91268271,8,-22.396807,1.2901
10152,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Nilotinib,1.6498872,7.26567698,-50.739632,1.1833
11088,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17-AAG,0.08934405,0.08861029,-95.661888,4.2295
4127,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AZD6244,0.01376879,0.0128388,-96.248848,5.9343
6300,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Irinotecan,0.08079835,0.08137615,-95.615807,4.2545
17299,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,0.00783372,0.0074986,-98.895111,6.3485
18272,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.01950438,0.02032623,-96.204163,5.3795
23200,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.04383746,0.04361734,-97.328346,4.8885
5188,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,-1,8,-2.656908,0.0274
7211,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-685458,-1,8,0.875588,0.2119
8197,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LBW242,-1,8,-1.697262,0.0248
9156,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Lapatinib,-1,8,-0.401794,0.1763
15253,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PHA-665752,-1,8,-3.104341,0.0777
2456,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ZD-6474,-1,8,-6.756278,0.1919
12183,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PD-0325901,0.00305314,8,-96.386536,7.2797
19163,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,RAF265,1.84271598,1.84462321,-98.081238,1.8252
21152,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TAE684,0.98018926,0.99843431,-97.415581,2.1811
22133,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TKI258,8.01226891,3.41158462,-98.51722,1.4035
11083,OC316_OVARY,17-AAG,0.14895335,0.1647711,-80.778145,3.4983
6297,OC316_OVARY,Irinotecan,0.28587413,0.29067513,-95.376938,3.2084
17298,OC316_OVARY,Paclitaxel,0.0106692,0.00991278,-98.556557,6.3818
18264,OC316_OVARY,Panobinostat,0.11735963,0.12004218,-94.502441,3.9949
19161,OC316_OVARY,RAF265,1.61069155,3.02959895,-58.745853,1.2236
23198,OC316_OVARY,Topotecan,0.32181433,0.32441136,-97.680985,3.3175
7212,OC316_OVARY,L-685458,-1,8,1.176926,0
10151,OC316_OVARY,Nilotinib,-1,8,-0.817023,0.1259
14170,OC316_OVARY,PF2341066,-1,8,0.037112,0.164
15252,OC316_OVARY,PHA-665752,-1,8,2.055233,0.0451
20166,OC316_OVARY,Sorafenib,-1,8,-0.098152,0.1094
21150,OC316_OVARY,TAE684,-1,8,2.022149,0.0159
11087,C2BBE1_LARGE_INTESTINE,17-AAG,0.54914987,0.77705771,-73.168106,2.2767
3109,C2BBE1_LARGE_INTESTINE,AZD0530,0.71238512,0.98527008,-59.512531,2.0615
17297,C2BBE1_LARGE_INTESTINE,Panobinostat,0.04679781,0.0544406,-101.63298,4.6721
20163,C2BBE1_LARGE_INTESTINE,TAE684,1.02155221,1.56351423,-72.595116,1.4705
23197,C2BBE1_LARGE_INTESTINE,ZD-6474,1.17462361,1.45776093,-62.581146,1.9499
2406,C2BBE1_LARGE_INTESTINE,AEW541,1.82201445,3.09807706,-65.768463,1.3449
22132,C2BBE1_LARGE_INTESTINE,Topotecan,9.1045941,4.3976779,-74.146286,1.3702
6298,C2BBE1_LARGE_INTESTINE,L-685458,-1,8,3.655764,0.0078
10150,C2BBE1_LARGE_INTESTINE,Nutlin-3,-1,8,-3.426611,0.4036
14168,C2BBE1_LARGE_INTESTINE,PHA-665752,-1,8,4.485148,0
15250,C2BBE1_LARGE_INTESTINE,PLX4720,-1,8,-25.286699,0.4087
19162,C2BBE1_LARGE_INTESTINE,Sorafenib,-1,8,8.485734,0.2239
11086,OC314_OVARY,17-AAG,0.16456302,0.18026976,-78.286682,3.573
16253,OC314_OVARY,Paclitaxel,0.01241929,0.01099838,-98.146599,6.3589
17296,OC314_OVARY,Panobinostat,0.1322591,0.13797213,-95.411537,3.7559
18269,OC314_OVARY,RAF265,3.81162357,3.67214251,-61.049927,1.5412
22130,OC314_OVARY,Topotecan,0.32533622,0.32703829,-97.055923,3.2347
4125,OC314_OVARY,AZD6244,-1,8,-0.924235,0.0939
6296,OC314_OVARY,L-685458,-1,8,3.343566,0
9155,OC314_OVARY,Nilotinib,-1,8,0.133735,0.0302
15249,OC314_OVARY,PLX4720,-1,8,0.345728,0.0632
19160,OC314_OVARY,Sorafenib,-1,8,3.195968,6.00E-04
11085,NUGC4_STOMACH,17-AAG,0.01813148,0.01991026,-76.89724,4.9358
4124,NUGC4_STOMACH,AZD6244,0.04306381,0.06762362,-73.96006,3.634
11221,NUGC4_STOMACH,PD-0325901,6.08114394,0.01115201,-84.339912,4.7079
16252,NUGC4_STOMACH,Paclitaxel,0.01303479,0.00330415,-90.784676,6.0989
17294,NUGC4_STOMACH,Panobinostat,0.01082635,0.00967196,-96.408829,5.8552
6293,NUGC4_STOMACH,L-685458,-1,8,0.016557,0.2719
7209,NUGC4_STOMACH,LBW242,-1,8,-2.705949,0.0906
13176,NUGC4_STOMACH,PF2341066,0.00995297,8,-35.118141,1.7116
15244,NUGC4_STOMACH,PLX4720,-1,8,-1.330666,0
3108,NUGC4_STOMACH,AZD0530,0.33841196,0.40075886,-84.944939,2.712
22131,NUGC4_STOMACH,Topotecan,0.08414794,0.11084988,-98.275787,3.955
19159,NUGC4_STOMACH,Sorafenib,8.06115151,8,-23.158415,0.3093
20164,NUGC4_STOMACH,TAE684,2.74168396,8,-32.838284,0.3712
11080,NUGC3_STOMACH,17-AAG,0.04048495,0.06124071,-79.87059,4.1622
5189,NUGC3_STOMACH,Erlotinib,0.39879426,0.73838651,-64.207619,1.82
6295,NUGC3_STOMACH,Irinotecan,0.04977882,0.05115756,-96.050644,4.6195
18268,NUGC3_STOMACH,Panobinostat,0.06446889,0.07344765,-96.036591,4.2428
19158,NUGC3_STOMACH,RAF265,0.56815308,1.55544102,-68.693977,1.7195
23192,NUGC3_STOMACH,Topotecan,0.11452267,0.11532969,-96.500946,4.3889
7210,NUGC3_STOMACH,L-685458,-1,4.55841294,-57.709221,0.7761
8196,NUGC3_STOMACH,LBW242,-1,8,-5.794723,0.6979
11223,NUGC3_STOMACH,Nutlin-3,-1,8,-6.18113,0.3105
12182,NUGC3_STOMACH,PD-0325901,0.03771324,8,-48.132576,2.1154
15248,NUGC3_STOMACH,PHA-665752,-1,8,4.526776,0.2236
17295,NUGC3_STOMACH,Paclitaxel,5.95783356,8,-95.658211,7.0402
21149,NUGC3_STOMACH,TAE684,2.41508937,2.93838549,-69.837456,1.003
10149,NUGC3_STOMACH,Nilotinib,8.30852274,8,-40.242615,0.5547
13175,NUGC3_STOMACH,PD-0332991 ,0.17810458,8,-16.874708,0.1617
14167,NUGC3_STOMACH,PF2341066,8.04966956,8,-45.673306,0.4736
22129,NUGC3_STOMACH,TKI258,8.33599037,6.81714535,-57.737366,0.6742
11084,BXPC3_PANCREAS,17-AAG,0.17851758,0.18733622,-91.500351,3.4843
10148,BXPC3_PANCREAS,PD-0325901,0.06186865,0.25243124,-68.527367,2.8579
14165,BXPC3_PANCREAS,Paclitaxel,0.01029857,0.01028381,-84.818298,5.4667
15247,BXPC3_PANCREAS,Panobinostat,0.09680864,0.11038089,-97.788429,3.9718
19155,BXPC3_PANCREAS,Topotecan,0.2588478,0.37569547,-87.922882,2.8842
17292,BXPC3_PANCREAS,TAE684,8.28985385,5.21079397,-75.001076,1.6433
2405,BXPC3_PANCREAS,AEW541,2.36732745,2.82433486,-69.794083,0.7268
5187,BXPC3_PANCREAS,Erlotinib,1.01547599,8,-46.183018,0.7307
6294,BXPC3_PANCREAS,L-685458,-1,8,-42.780331,0.3731
11222,BXPC3_PANCREAS,PF2341066,-1,8,-2.985364,0.5536
16251,BXPC3_PANCREAS,Sorafenib,-1,8,3.657837,0.3544
11082,42MGBA_CENTRAL_NERVOUS_SYSTEM,17-AAG,0.05208059,0.05303809,-80.377663,5.0587
14166,42MGBA_CENTRAL_NERVOUS_SYSTEM,Paclitaxel,-1,0.00254261,-76.534973,5.9528
15246,42MGBA_CENTRAL_NERVOUS_SYSTEM,Panobinostat,0.0543386,0.06895798,-97.532082,4.3045
18267,42MGBA_CENTRAL_NERVOUS_SYSTEM,TKI258,-1,0.22924733,-95.848671,1.8371
19157,42MGBA_CENTRAL_NERVOUS_SYSTEM,Topotecan,0.03919971,0.03929398,-93.77652,5.2619
17291,42MGBA_CENTRAL_NERVOUS_SYSTEM,TAE684,2.98066378,2.82759094,-86.955627,1.7799
5186,42MGBA_CENTRAL_NERVOUS_SYSTEM,Erlotinib,1.58300364,8,-46.784859,0.8748
8194,42MGBA_CENTRAL_NERVOUS_SYSTEM,Lapatinib,-1,8,-37.047195,0.6577
9153,42MGBA_CENTRAL_NERVOUS_SYSTEM,Nutlin-3,-1,8,-0.002369,0.8625
11220,42MGBA_CENTRAL_NERVOUS_SYSTEM,PF2341066,-1,8,-1.785422,0.9563
12181,42MGBA_CENTRAL_NERVOUS_SYSTEM,PHA-665752,-1,8,-14.780794,1.0796
11081,NIHOVCAR3_OVARY,17-AAG,0.16305876,0.24593186,-56.424484,2.8123
6291,NIHOVCAR3_OVARY,Irinotecan,0.30912203,0.34705433,-96.097137,3.6816
17279,NIHOVCAR3_OVARY,Paclitaxel,5.44507716,0.00432114,-72.27652,5.2836
18266,NIHOVCAR3_OVARY,Panobinostat,0.04575821,0.04846326,-96.156174,4.6118
23195,NIHOVCAR3_OVARY,Topotecan,1.12760687,1.3081733,-78.230476,2.0783
2457,NIHOVCAR3_OVARY,ZD-6474,0.55085504,1.32532609,-51.517773,1.6073
19156,NIHOVCAR3_OVARY,RAF265,8.7483387,2.11744165,-84.272751,2.0829
21148,NIHOVCAR3_OVARY,TAE684,3.38988972,2.44976473,-76.396965,2.0012
7208,NIHOVCAR3_OVARY,L-685458,-1,8,3.618884,0.4514
8193,NIHOVCAR3_OVARY,LBW242,-1,8,-1.954108,0.2826
10147,NIHOVCAR3_OVARY,Nilotinib,-1,8,9.183729,0.0778
13174,NIHOVCAR3_OVARY,PD-0332991 ,-1,8,3.120513,0.268
15245,NIHOVCAR3_OVARY,PHA-665752,-1,8,13.417459,0.2992
16249,NIHOVCAR3_OVARY,PLX4720,-1,8,-8.400491,0.3427
11079,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,17-AAG,0.11268242,0.11701074,-92.435402,4.4584
10145,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Nilotinib,0.00545011,0.00760066,-96.929626,5.944
17290,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Paclitaxel,-1,0.00254261,-85.80217,6.8572
18265,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Panobinostat,0.0233536,0.02664011,-94.091209,5.185
21146,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TAE684,-1,0.06636737,-96.124832,2.6798
23194,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Topotecan,0.09824938,0.0889089,-99.636948,4.8071
2400,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AEW541,-1,1.64042789,-67.857162,1.2927
8192,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,LBW242,-1,8,-8.685884,1.8245
11217,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Nutlin-3,-1,8,-41.22237,1.5495
16248,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PLX4720,-1,0.88066514,-67.234673,1.7843
3107,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,AZD0530,0.12112322,0.13301678,-97.273674,4.2576
12180,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PD-0325901,0.05546913,0.13840944,-97.611427,3.9475
15243,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PHA-665752,2.5250113,2.51516271,-97.496643,1.8126
22128,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TKI258,2.3080585,2.27754998,-98.016953,2.1103
5185,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Erlotinib,1.80531037,2.78876662,-56.009834,1.5548
7207,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,L-685458,2.4367342,2.81934977,-85.875313,1.5834
9152,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Lapatinib,8.65627186,7.33329296,-51.151897,1.6375
13173,NCO2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PD-0332991 ,8.96954512,8,-46.250408,0.8892
11077,NCIN87_STOMACH,17-AAG,0.01171113,0.00628035,-87.037788,6.109
3106,NCIN87_STOMACH,AZD0530,-1,0.14846965,-77.366325,2.0389
8190,NCIN87_STOMACH,Lapatinib,0.02122336,0.06610655,-98.941589,4.381
16246,NCIN87_STOMACH,Paclitaxel,0.00851715,0.00800586,-81.660698,5.695
17289,NCIN87_STOMACH,Panobinostat,0.04126204,0.04671191,-96.253616,4.5723
22127,NCIN87_STOMACH,Topotecan,0.29126644,0.34450468,-86.396477,3.5494
6292,NCIN87_STOMACH,L-685458,3.45936728,5.91658211,-53.138916,0.6826
7206,NCIN87_STOMACH,LBW242,-1,8,1.678625,0.6739
13172,NCIN87_STOMACH,PF2341066,-1,8,-13.49652,0.5961
14164,NCIN87_STOMACH,PHA-665752,-1,8,-16.429861,0.4056
19154,NCIN87_STOMACH,Sorafenib,-1,8,11.122745,0.4951
2404,NCIH810_LUNG,AEW541,9.08217803,2.85526443,-72.084503,1.3572
6289,NCIH810_LUNG,Irinotecan,0.46808457,0.46682942,-95.764717,3.0313
7203,NCIH810_LUNG,L-685458,3.20495796,3.64880633,-82.067925,0.8398
17288,NCIH810_LUNG,Paclitaxel,0.01066608,0.01150914,-62.915924,4.6234
18258,NCIH810_LUNG,Panobinostat,0.01600823,0.01189397,-95.920937,5.4403
21147,NCIH810_LUNG,TAE684,1.50847089,3.18650413,-51.074516,1.318
10146,NCIH810_LUNG,Nilotinib,3.87843967,5.77754545,-55.105953,0.8719
3105,NCIH810_LUNG,AZD0530,-1,8,-3.812523,0.2285
4123,NCIH810_LUNG,AZD6244,-1,8,5.461339,0.1913
5184,NCIH810_LUNG,Erlotinib,-1,8,5.218784,0.1621
12179,NCIH810_LUNG,PD-0325901,-1,8,4.223862,0.1101
15242,NCIH810_LUNG,PHA-665752,-1,8,3.356054,0.2943
16247,NCIH810_LUNG,PLX4720,-1,8,-12.419252,0.2752
11078,NCIH747_LARGE_INTESTINE,17-AAG,0.07676872,0.08412033,-76.630798,4.1782
4120,NCIH747_LARGE_INTESTINE,AZD6244,0.17259562,0.16377683,-78.542419,3.9755
11219,NCIH747_LARGE_INTESTINE,PD-0325901,0.01237434,0.02205309,-83.978745,4.5513
16245,NCIH747_LARGE_INTESTINE,Paclitaxel,7.48908941,0.02552285,-72.712921,4.5944
17287,NCIH747_LARGE_INTESTINE,Panobinostat,0.02724861,0.03571103,-99.891846,4.788
20162,NCIH747_LARGE_INTESTINE,TAE684,8.88525415,3.33858633,-83.946747,1.389
22126,NCIH747_LARGE_INTESTINE,Topotecan,0.98047561,1.06115508,-86.002205,2.1884
6290,NCIH747_LARGE_INTESTINE,L-685458,-1,8,5.412483,0.1817
10144,NCIH747_LARGE_INTESTINE,Nutlin-3,-1,8,4.397518,0.1082
14163,NCIH747_LARGE_INTESTINE,PHA-665752,-1,8,0.440066,0.4446
15241,NCIH747_LARGE_INTESTINE,PLX4720,-1,8,0.235851,0.1485
21145,NCIH747_LARGE_INTESTINE,TKI258,-1,8,-0.595949,0.1588
11071,NCIH727_LUNG,17-AAG,0.18660486,0.34708098,-59.240234,2.1313
2403,NCIH727_LUNG,AEW541,1.50955832,1.01434231,-103.441574,1.3035
4122,NCIH727_LUNG,AZD6244,0.19131999,0.4044511,-70.164917,1.7299
6286,NCIH727_LUNG,Irinotecan,7.04624796,7.50504065,-52.547752,1.357
12177,NCIH727_LUNG,PD-0325901,0.01304982,0.0205422,-62.002934,2.9449
18263,NCIH727_LUNG,Panobinostat,0.03627798,0.07609612,-82.243591,2.9172
8191,NCIH727_LUNG,LBW242,-1,8,-5.79746,0.2611
15240,NCIH727_LUNG,PHA-665752,-1,8,2.924649,0.1742
16244,NCIH727_LUNG,PLX4720,-1,8,3.891901,0.1817
20161,NCIH727_LUNG,Sorafenib,-1,8,15.43999,0.2139
22125,NCIH727_LUNG,TKI258,-1,8,6.950641,0.29
23193,NCIH727_LUNG,Topotecan,-1,8,-45.003254,0.2574
2402,NCIH661_LUNG,AEW541,1.21559453,1.16513217,-99.625366,1.0875
6288,NCIH661_LUNG,Irinotecan,0.4488692,0.45838714,-94.632164,2.6998
7204,NCIH661_LUNG,L-685458,1.45222437,3.45918584,-53.750507,0.1818
17286,NCIH661_LUNG,Paclitaxel,0.06115777,0.06375482,-82.848701,2.5108
18262,NCIH661_LUNG,Panobinostat,0.00264277,0.00262309,-94.142677,5.3017
23191,NCIH661_LUNG,Topotecan,8.2795741,8,-48.322777,0.9602
4121,NCIH661_LUNG,AZD6244,-1,8,5.290396,0.1862
5183,NCIH661_LUNG,Erlotinib,-1,8,-6.69327,0.0979
11218,NCIH661_LUNG,Nutlin-3,-1,8,2.380735,0.0773
13171,NCIH661_LUNG,PD-0332991 ,8.34532909,8,-17.801273,0.0802
20160,NCIH661_LUNG,Sorafenib,-1,8,1.187648,0.1372
11076,NCIH650_LUNG,17-AAG,0.32617927,0.30633116,-97.094566,3.3292
16241,NCIH650_LUNG,Paclitaxel,-1,0.00254261,-55.949451,4.2852
17285,NCIH650_LUNG,Panobinostat,0.13540001,0.14570081,-95.973289,3.4858
18261,NCIH650_LUNG,RAF265,0.48408219,2.34122586,-57.808628,1.4552
22122,NCIH650_LUNG,Topotecan,0.9190445,1.19735754,-79.458733,1.8313
3104,NCIH650_LUNG,AZD0530,-1,8,0.955363,0
5182,NCIH650_LUNG,Erlotinib,3.63578391,8,-14.864871,0.0421
6287,NCIH650_LUNG,L-685458,-1,8,5.337629,0
10143,NCIH650_LUNG,Nutlin-3,-1,8,1.489203,0
15239,NCIH650_LUNG,PLX4720,-1,8,-3.165264,0.0358
11075,BT549_BREAST,17-AAG,0.01780379,0.02039724,-77.858429,4.799
6281,BT549_BREAST,Irinotecan,0.08226765,0.12476116,-93.222137,3.4086
17284,BT549_BREAST,Paclitaxel,5.45517009,0.00515594,-85.278755,5.817
18260,BT549_BREAST,Panobinostat,0.08706575,0.11480118,-93.399879,3.7698
19151,BT549_BREAST,RAF265,1.14700067,1.15587974,-72.355812,2.1067
23186,BT549_BREAST,Topotecan,0.04584125,0.07929435,-92.478355,4.1961
4119,BT549_BREAST,AZD6244,-1,8,-2.473998,0.2601
5181,BT549_BREAST,Erlotinib,-1,8,3.977366,0.2467
7205,BT549_BREAST,L-685458,-1,8,2.587537,0.1532
12178,BT549_BREAST,PD-0325901,-1,8,4.014907,0.1503
13170,BT549_BREAST,PD-0332991 ,-1,8,9.53583,0
15238,BT549_BREAST,PHA-665752,-1,8,2.980575,0.1106
11074,NCIH647_LUNG,17-AAG,0.14412884,0.14655833,-78.727036,3.1829
3102,NCIH647_LUNG,AZD0530,1.78829968,3.18488932,-60.59898,1.452
16243,NCIH647_LUNG,Paclitaxel,0.00472434,0.00989863,-71.388214,4.6377
17283,NCIH647_LUNG,Panobinostat,0.19478747,0.33043182,-98.412956,2.9629
22124,NCIH647_LUNG,Topotecan,8.69690903,6.8318224,-57.721535,1.1787
8189,NCIH647_LUNG,Lapatinib,-1,8,16.753731,0.2396
13169,NCIH647_LUNG,PF2341066,-1,8,1.567614,0
18259,NCIH647_LUNG,RAF265,8.14315434,8,-28.3053,0.23
20159,NCIH647_LUNG,TAE684,2.0284276,8,-18.174021,0.1524
21144,NCIH647_LUNG,TKI258,-1,8,5.837102,0.1195
11073,NCIH522_LUNG,17-AAG,0.07102741,0.07963982,-60.441555,3.5106
6285,NCIH522_LUNG,Irinotecan,2.5711658,0.79115027,-93.051468,2.9178
17282,NCIH522_LUNG,Paclitaxel,0.00642005,0.01113301,-85.503807,5.4331
18255,NCIH522_LUNG,Panobinostat,0.06956542,0.08338569,-96.61393,4.0878
23190,NCIH522_LUNG,Topotecan,8.67499128,3.53905892,-61.7276,1.9146
21143,NCIH522_LUNG,TAE684,8.90184239,8,-41.532524,1.397
4118,NCIH522_LUNG,AZD6244,-1,8,-1.583265,0.3785
5180,NCIH522_LUNG,Erlotinib,9.15658089,8,-27.680399,0.4055
7202,NCIH522_LUNG,L-685458,-1,8,1.343439,0.0876
13168,NCIH522_LUNG,PD-0332991 ,-1,8,1.402637,0.1026
15237,NCIH522_LUNG,PHA-665752,-1,8,3.003429,0.1305
16242,NCIH522_LUNG,PLX4720,-1,8,4.859572,0
11072,NCIH520_LUNG,17-AAG,0.05460281,0.09997908,-62.258835,2.9933
6284,NCIH520_LUNG,Irinotecan,0.18196879,0.22780182,-91.045563,3.2016
17281,NCIH520_LUNG,Paclitaxel,0.01124294,0.00769334,-90.689056,5.9668
18257,NCIH520_LUNG,Panobinostat,0.04672342,0.05924473,-90.564491,4.0233
19153,NCIH520_LUNG,RAF265,2.02789474,2.38020968,-78.239937,1.3047
23189,NCIH520_LUNG,Topotecan,0.76582927,0.89785415,-82.353035,2.1326
22123,NCIH520_LUNG,TKI258,2.18798447,2.80612803,-71.366493,1.2327
4117,NCIH520_LUNG,AZD6244,-1,8,1.17547,0.1026
5179,NCIH520_LUNG,Erlotinib,-1,8,0.738983,0
7201,NCIH520_LUNG,L-685458,-1,8,-0.657157,0.0392
9151,NCIH520_LUNG,Lapatinib,-1,8,1.412848,0
15236,NCIH520_LUNG,PHA-665752,-1,8,-3.818015,0
16240,NCIH520_LUNG,PLX4720,-1,8,0.178501,0.0722
11069,NCIH460_LUNG,17-AAG,0.06152464,0.0637509,-94.743553,4.2751
2401,NCIH460_LUNG,AEW541,8.60292124,6.26819611,-63.549438,1.0809
14160,NCIH460_LUNG,Paclitaxel,0.02950237,0.0290351,-91.873825,4.9726
15233,NCIH460_LUNG,Panobinostat,0.08505832,0.09872909,-95.653191,4.002
20157,NCIH460_LUNG,Topotecan,0.23622268,0.2475998,-91.123489,3.151
18256,NCIH460_LUNG,TAE684,7.54740048,6.89698935,-74.28656,0.8719
3103,NCIH460_LUNG,AZD0530,-1,8,-2.068294,0.1118
5178,NCIH460_LUNG,Erlotinib,-1,8,0.288565,0.0699
8188,NCIH460_LUNG,Lapatinib,-1,8,1.473149,0.1102
13167,NCIH460_LUNG,PLX4720,-1,8,-17.880705,0.1837
17280,NCIH460_LUNG,Sorafenib,-1,8,-12.193399,0.1393
11070,NCIH441_LUNG,17-AAG,0.08181905,0.17063396,-54.961964,2.8905
6283,NCIH441_LUNG,Irinotecan,0.17447642,0.19936161,-92.503197,3.3047
17267,NCIH441_LUNG,Paclitaxel,0.00989009,0.01382105,-69.298119,4.4553
18251,NCIH441_LUNG,Panobinostat,0.1198494,0.12132134,-98.492348,3.8005
21141,NCIH441_LUNG,TAE684,8.21936783,4.3495059,-64.157051,1.205
23188,NCIH441_LUNG,Topotecan,0.34824169,0.47257286,-84.759567,2.5101
4116,NCIH441_LUNG,AZD6244,-1,8,-16.905167,1.6292
